,time,value
0,00-00-00,6
1,00-30-00,9
2,01-00-00,4
3,01-30-00,2
4,02-00-00,1
5,02-30-00,1
6,03-00-00,1
7,03-30-00,1
8,04-00-00,0
9,04-30-00,0
10,05-00-00,0
11,05-30-00,4
12,06-00-00,6
13,06-30-00,2
14,07-00-00,13
15,07-30-00,11
16,08-00-00,17
17,08-30-00,38
18,09-00-00,42
19,09-30-00,35
20,10-00-00,32
21,10-30-00,20
22,11-00-00,50
23,11-30-00,43
24,12-00-00,70
25,12-30-00,59
26,13-00-00,77
27,13-30-00,94
28,14-00-00,7
29,14-30-00,27
30,15-00-00,53
31,15-30-00,40
32,16-00-00,143
33,16-30-00,168
34,17-00-00,87
35,17-30-00,93
36,18-00-00,94
37,18-30-00,61
38,19-00-00,32
39,19-30-00,45
40,20-00-00,25
41,20-30-00,5
42,21-00-00,9
43,21-30-00,29
44,22-00-00,13
45,22-30-00,14
46,23-00-00,11
47,23-30-00,3
