,time,value
0,00-00-00,3
1,00-30-00,12
2,01-00-00,7
3,01-30-00,5
4,02-00-00,4
5,02-30-00,3
6,03-00-00,4
7,03-30-00,0
8,04-00-00,0
9,04-30-00,0
10,05-00-00,1
11,05-30-00,1
12,06-00-00,1
13,06-30-00,2
14,07-00-00,6
15,07-30-00,11
16,08-00-00,23
17,08-30-00,31
18,09-00-00,39
19,09-30-00,42
20,10-00-00,23
21,10-30-00,29
22,11-00-00,46
23,11-30-00,56
24,12-00-00,37
25,12-30-00,69
26,13-00-00,44
27,13-30-00,50
28,14-00-00,34
29,14-30-00,37
30,15-00-00,32
31,15-30-00,33
32,16-00-00,35
33,16-30-00,42
34,17-00-00,46
35,17-30-00,58
36,18-00-00,67
37,18-30-00,74
38,19-00-00,75
39,19-30-00,49
40,20-00-00,22
41,20-30-00,53
42,21-00-00,38
43,21-30-00,22
44,22-00-00,24
45,22-30-00,37
46,23-00-00,27
47,23-30-00,4
