,time,value
0,00-00-00,5
1,00-30-00,3
2,01-00-00,6
3,01-30-00,6
4,02-00-00,3
5,02-30-00,6
6,03-00-00,0
7,03-30-00,1
8,04-00-00,0
9,04-30-00,2
10,05-00-00,1
11,05-30-00,1
12,06-00-00,2
13,06-30-00,0
14,07-00-00,2
15,07-30-00,35
16,08-00-00,132
17,08-30-00,154
18,09-00-00,57
19,09-30-00,72
20,10-00-00,211
21,10-30-00,87
22,11-00-00,88
23,11-30-00,111
24,12-00-00,235
25,12-30-00,242
26,13-00-00,109
27,13-30-00,102
28,14-00-00,66
29,14-30-00,106
30,15-00-00,147
31,15-30-00,95
32,16-00-00,73
33,16-30-00,92
34,17-00-00,88
35,17-30-00,110
36,18-00-00,133
37,18-30-00,93
38,19-00-00,132
39,19-30-00,110
40,20-00-00,56
41,20-30-00,53
42,21-00-00,50
43,21-30-00,47
44,22-00-00,57
45,22-30-00,72
46,23-00-00,39
47,23-30-00,7
