,time,value
0,00-00-00,5
1,00-30-00,1
2,01-00-00,4
3,01-30-00,9
4,02-00-00,4
5,02-30-00,2
6,03-00-00,1
7,03-30-00,1
8,04-00-00,0
9,04-30-00,2
10,05-00-00,1
11,05-30-00,0
12,06-00-00,3
13,06-30-00,2
14,07-00-00,15
15,07-30-00,111
16,08-00-00,83
17,08-30-00,125
18,09-00-00,58
19,09-30-00,176
20,10-00-00,58
21,10-30-00,88
22,11-00-00,73
23,11-30-00,181
24,12-00-00,41
25,12-30-00,89
26,13-00-00,61
27,13-30-00,222
28,14-00-00,85
29,14-30-00,92
30,15-00-00,85
31,15-30-00,265
32,16-00-00,92
33,16-30-00,44
34,17-00-00,111
35,17-30-00,339
36,18-00-00,123
37,18-30-00,87
38,19-00-00,50
39,19-30-00,145
40,20-00-00,34
41,20-30-00,71
42,21-00-00,110
43,21-30-00,75
44,22-00-00,47
45,22-30-00,29
46,23-00-00,10
47,23-30-00,9
