,date,value
0,2019-06-06,35
1,2019-06-13,0
2,2019-06-20,0
3,2019-06-27,39
4,2019-07-02,0
5,2019-07-03,0
6,2019-07-11,31
7,2019-07-18,14
8,2019-07-25,18
9,2019-08-08,26
10,2019-08-15,12
11,2019-08-22,14
12,2019-08-29,0
13,2019-09-05,0
14,2019-09-19,39
15,2019-09-26,2
16,2019-10-01,0
17,2019-10-10,1
18,2019-10-17,3
19,2019-10-24,15
20,2019-10-31,0
21,2019-11-04,0
22,2019-11-07,0
23,2019-11-14,0
24,2019-11-21,0
25,2019-11-28,7
