,time,value
0,00-00-00,4
1,00-30-00,8
2,01-00-00,3
3,01-30-00,3
4,02-00-00,0
5,02-30-00,2
6,03-00-00,6
7,03-30-00,4
8,04-00-00,4
9,04-30-00,0
10,05-00-00,2
11,05-30-00,1
12,06-00-00,2
13,06-30-00,3
14,07-00-00,26
15,07-30-00,49
16,08-00-00,116
17,08-30-00,167
18,09-00-00,147
19,09-30-00,81
20,10-00-00,54
21,10-30-00,71
22,11-00-00,60
23,11-30-00,86
24,12-00-00,105
25,12-30-00,92
26,13-00-00,95
27,13-30-00,98
28,14-00-00,73
29,14-30-00,82
30,15-00-00,62
31,15-30-00,87
32,16-00-00,89
33,16-30-00,138
34,17-00-00,225
35,17-30-00,335
36,18-00-00,255
37,18-30-00,158
38,19-00-00,143
39,19-30-00,129
40,20-00-00,90
41,20-30-00,86
42,21-00-00,63
43,21-30-00,57
44,22-00-00,58
45,22-30-00,48
46,23-00-00,44
47,23-30-00,76
