,time,value
0,00-00-00,11
1,00-30-00,8
2,01-00-00,6
3,01-30-00,5
4,02-00-00,4
5,02-30-00,3
6,03-00-00,14
7,03-30-00,4
8,04-00-00,0
9,04-30-00,0
10,05-00-00,1
11,05-30-00,0
12,06-00-00,1
13,06-30-00,8
14,07-00-00,37
15,07-30-00,236
16,08-00-00,440
17,08-30-00,251
18,09-00-00,211
19,09-30-00,349
20,10-00-00,118
21,10-30-00,134
22,11-00-00,104
23,11-30-00,222
24,12-00-00,108
25,12-30-00,144
26,13-00-00,132
27,13-30-00,196
28,14-00-00,79
29,14-30-00,129
30,15-00-00,76
31,15-30-00,94
32,16-00-00,93
33,16-30-00,109
34,17-00-00,70
35,17-30-00,161
36,18-00-00,209
37,18-30-00,184
38,19-00-00,130
39,19-30-00,118
40,20-00-00,90
41,20-30-00,72
42,21-00-00,123
43,21-30-00,90
44,22-00-00,71
45,22-30-00,67
46,23-00-00,33
47,23-30-00,22
