,time,value
0,00-00-00,4
1,00-30-00,1
2,01-00-00,0
3,01-30-00,0
4,02-00-00,3
5,02-30-00,0
6,03-00-00,3
7,03-30-00,0
8,04-00-00,0
9,04-30-00,2
10,05-00-00,0
11,05-30-00,2
12,06-00-00,0
13,06-30-00,2
14,07-00-00,16
15,07-30-00,14
16,08-00-00,31
17,08-30-00,26
18,09-00-00,40
19,09-30-00,50
20,10-00-00,49
21,10-30-00,42
22,11-00-00,63
23,11-30-00,68
24,12-00-00,56
25,12-30-00,78
26,13-00-00,56
27,13-30-00,78
28,14-00-00,74
29,14-30-00,64
30,15-00-00,46
31,15-30-00,61
32,16-00-00,50
33,16-30-00,70
34,17-00-00,113
35,17-30-00,62
36,18-00-00,82
37,18-30-00,75
38,19-00-00,46
39,19-30-00,51
40,20-00-00,38
41,20-30-00,39
42,21-00-00,41
43,21-30-00,37
44,22-00-00,35
45,22-30-00,20
46,23-00-00,14
47,23-30-00,10
