,time,value
0,00-00-00,8
1,00-30-00,4
2,01-00-00,7
3,01-30-00,9
4,02-00-00,11
5,02-30-00,8
6,03-00-00,3
7,03-30-00,3
8,04-00-00,0
9,04-30-00,5
10,05-00-00,8
11,05-30-00,2
12,06-00-00,0
13,06-30-00,2
14,07-00-00,10
15,07-30-00,19
16,08-00-00,51
17,08-30-00,77
18,09-00-00,59
19,09-30-00,70
20,10-00-00,33
21,10-30-00,21
22,11-00-00,21
23,11-30-00,43
24,12-00-00,49
25,12-30-00,37
26,13-00-00,27
27,13-30-00,50
28,14-00-00,38
29,14-30-00,43
30,15-00-00,27
31,15-30-00,40
32,16-00-00,27
33,16-30-00,57
34,17-00-00,35
35,17-30-00,78
36,18-00-00,41
37,18-30-00,52
38,19-00-00,60
39,19-30-00,38
40,20-00-00,27
41,20-30-00,18
42,21-00-00,20
43,21-30-00,45
44,22-00-00,20
45,22-30-00,23
46,23-00-00,17
47,23-30-00,7
