,time,value
0,00-00-00,7
1,00-30-00,8
2,01-00-00,1
3,01-30-00,1
4,02-00-00,2
5,02-30-00,4
6,03-00-00,1
7,03-30-00,0
8,04-00-00,0
9,04-30-00,1
10,05-00-00,1
11,05-30-00,0
12,06-00-00,0
13,06-30-00,1
14,07-00-00,2
15,07-30-00,5
16,08-00-00,12
17,08-30-00,41
18,09-00-00,35
19,09-30-00,46
20,10-00-00,53
21,10-30-00,25
22,11-00-00,22
23,11-30-00,43
24,12-00-00,58
25,12-30-00,45
26,13-00-00,73
27,13-30-00,47
28,14-00-00,39
29,14-30-00,23
30,15-00-00,25
31,15-30-00,29
32,16-00-00,17
33,16-30-00,33
34,17-00-00,63
35,17-30-00,79
36,18-00-00,69
37,18-30-00,44
38,19-00-00,49
39,19-30-00,29
40,20-00-00,18
41,20-30-00,19
42,21-00-00,22
43,21-30-00,11
44,22-00-00,27
45,22-30-00,0
46,23-00-00,0
47,23-30-00,0
