,time,value
0,00-00-00,12
1,00-30-00,7
2,01-00-00,1
3,01-30-00,2
4,02-00-00,1
5,02-30-00,0
6,03-00-00,0
7,03-30-00,2
8,04-00-00,2
9,04-30-00,1
10,05-00-00,1
11,05-30-00,2
12,06-00-00,5
13,06-30-00,3
14,07-00-00,7
15,07-30-00,18
16,08-00-00,35
17,08-30-00,69
18,09-00-00,36
19,09-30-00,33
20,10-00-00,22
21,10-30-00,45
22,11-00-00,116
23,11-30-00,101
24,12-00-00,97
25,12-30-00,106
26,13-00-00,53
27,13-30-00,40
28,14-00-00,33
29,14-30-00,41
30,15-00-00,30
31,15-30-00,126
32,16-00-00,30
33,16-30-00,44
34,17-00-00,29
35,17-30-00,79
36,18-00-00,106
37,18-30-00,62
38,19-00-00,71
39,19-30-00,72
40,20-00-00,51
41,20-30-00,23
42,21-00-00,28
43,21-30-00,18
44,22-00-00,19
45,22-30-00,19
46,23-00-00,13
47,23-30-00,16
