,time,value
0,00-00-00,19
1,00-30-00,17
2,01-00-00,10
3,01-30-00,8
4,02-00-00,7
5,02-30-00,1
6,03-00-00,6
7,03-30-00,9
8,04-00-00,2
9,04-30-00,0
10,05-00-00,5
11,05-30-00,1
12,06-00-00,1
13,06-30-00,1
14,07-00-00,13
15,07-30-00,88
16,08-00-00,177
17,08-30-00,444
18,09-00-00,316
19,09-30-00,300
20,10-00-00,206
21,10-30-00,140
22,11-00-00,148
23,11-30-00,177
24,12-00-00,176
25,12-30-00,198
26,13-00-00,189
27,13-30-00,221
28,14-00-00,146
29,14-30-00,119
30,15-00-00,103
31,15-30-00,101
32,16-00-00,127
33,16-30-00,247
34,17-00-00,189
35,17-30-00,217
36,18-00-00,228
37,18-30-00,275
38,19-00-00,231
39,19-30-00,208
40,20-00-00,159
41,20-30-00,183
42,21-00-00,194
43,21-30-00,176
44,22-00-00,154
45,22-30-00,107
46,23-00-00,65
47,23-30-00,20
