,time,value
0,00-00-00,3
1,00-30-00,2
2,01-00-00,4
3,01-30-00,3
4,02-00-00,0
5,02-30-00,0
6,03-00-00,0
7,03-30-00,0
8,04-00-00,0
9,04-30-00,0
10,05-00-00,1
11,05-30-00,0
12,06-00-00,1
13,06-30-00,2
14,07-00-00,3
15,07-30-00,28
16,08-00-00,41
17,08-30-00,54
18,09-00-00,24
19,09-30-00,22
20,10-00-00,25
21,10-30-00,38
22,11-00-00,103
23,11-30-00,73
24,12-00-00,53
25,12-30-00,59
26,13-00-00,7
27,13-30-00,2
28,14-00-00,41
29,14-30-00,40
30,15-00-00,79
31,15-30-00,67
32,16-00-00,39
33,16-30-00,59
34,17-00-00,20
35,17-30-00,24
36,18-00-00,41
37,18-30-00,44
38,19-00-00,134
39,19-30-00,25
40,20-00-00,20
41,20-30-00,30
42,21-00-00,25
43,21-30-00,14
44,22-00-00,23
45,22-30-00,8
46,23-00-00,8
47,23-30-00,5
