,time,value
0,00-00-00,1
1,00-30-00,0
2,01-00-00,0
3,01-30-00,0
4,02-00-00,0
5,02-30-00,0
6,03-00-00,0
7,03-30-00,0
8,04-00-00,0
9,04-30-00,0
10,05-00-00,3
11,05-30-00,0
12,06-00-00,0
13,06-30-00,1
14,07-00-00,2
15,07-30-00,2
16,08-00-00,6
17,08-30-00,9
18,09-00-00,11
19,09-30-00,5
20,10-00-00,4
21,10-30-00,4
22,11-00-00,8
23,11-30-00,16
24,12-00-00,14
25,12-30-00,5
26,13-00-00,2
27,13-30-00,8
28,14-00-00,8
29,14-30-00,6
30,15-00-00,16
31,15-30-00,18
32,16-00-00,15
33,16-30-00,88
34,17-00-00,14
35,17-30-00,28
36,18-00-00,42
37,18-30-00,16
38,19-00-00,11
39,19-30-00,5
40,20-00-00,2
41,20-30-00,4
42,21-00-00,5
43,21-30-00,1
44,22-00-00,2
45,22-30-00,0
46,23-00-00,1
47,23-30-00,2
