,time,value
0,00-00-00,20
1,00-30-00,14
2,01-00-00,6
3,01-30-00,3
4,02-00-00,0
5,02-30-00,1
6,03-00-00,0
7,03-30-00,3
8,04-00-00,1
9,04-30-00,2
10,05-00-00,1
11,05-30-00,7
12,06-00-00,8
13,06-30-00,11
14,07-00-00,46
15,07-30-00,211
16,08-00-00,253
17,08-30-00,175
18,09-00-00,171
19,09-30-00,173
20,10-00-00,109
21,10-30-00,67
22,11-00-00,93
23,11-30-00,117
24,12-00-00,119
25,12-30-00,105
26,13-00-00,65
27,13-30-00,135
28,14-00-00,92
29,14-30-00,48
30,15-00-00,96
31,15-30-00,101
32,16-00-00,83
33,16-30-00,61
34,17-00-00,100
35,17-30-00,167
36,18-00-00,176
37,18-30-00,199
38,19-00-00,143
39,19-30-00,147
40,20-00-00,69
41,20-30-00,185
42,21-00-00,239
43,21-30-00,270
44,22-00-00,185
45,22-30-00,127
46,23-00-00,64
47,23-30-00,16
