,time,value
0,00-00-00,12
1,00-30-00,3
2,01-00-00,1
3,01-30-00,1
4,02-00-00,2
5,02-30-00,0
6,03-00-00,2
7,03-30-00,0
8,04-00-00,0
9,04-30-00,0
10,05-00-00,1
11,05-30-00,0
12,06-00-00,3
13,06-30-00,6
14,07-00-00,12
15,07-30-00,28
16,08-00-00,35
17,08-30-00,54
18,09-00-00,33
19,09-30-00,13
20,10-00-00,16
21,10-30-00,28
22,11-00-00,19
23,11-30-00,14
24,12-00-00,11
25,12-30-00,19
26,13-00-00,29
27,13-30-00,22
28,14-00-00,18
29,14-30-00,11
30,15-00-00,20
31,15-30-00,12
32,16-00-00,22
33,16-30-00,17
34,17-00-00,23
35,17-30-00,21
36,18-00-00,53
37,18-30-00,42
38,19-00-00,40
39,19-30-00,47
40,20-00-00,27
41,20-30-00,33
42,21-00-00,64
43,21-30-00,25
44,22-00-00,71
45,22-30-00,71
46,23-00-00,3
47,23-30-00,10
