,time,value
0,00-00-00,17
1,00-30-00,1
2,01-00-00,17
3,01-30-00,7
4,02-00-00,3
5,02-30-00,7
6,03-00-00,2
7,03-30-00,1
8,04-00-00,0
9,04-30-00,0
10,05-00-00,0
11,05-30-00,0
12,06-00-00,1
13,06-30-00,12
14,07-00-00,4
15,07-30-00,7
16,08-00-00,8
17,08-30-00,21
18,09-00-00,20
19,09-30-00,21
20,10-00-00,16
21,10-30-00,20
22,11-00-00,19
23,11-30-00,21
24,12-00-00,23
25,12-30-00,23
26,13-00-00,27
27,13-30-00,26
28,14-00-00,11
29,14-30-00,25
30,15-00-00,19
31,15-30-00,15
32,16-00-00,8
33,16-30-00,5
34,17-00-00,19
35,17-30-00,20
36,18-00-00,19
37,18-30-00,35
38,19-00-00,33
39,19-30-00,28
40,20-00-00,20
41,20-30-00,25
42,21-00-00,23
43,21-30-00,21
44,22-00-00,30
45,22-30-00,30
46,23-00-00,34
47,23-30-00,14
