,time,value
0,00-00-00,2
1,00-30-00,1
2,01-00-00,0
3,01-30-00,1
4,02-00-00,0
5,02-30-00,1
6,03-00-00,2
7,03-30-00,0
8,04-00-00,1
9,04-30-00,0
10,05-00-00,1
11,05-30-00,2
12,06-00-00,0
13,06-30-00,1
14,07-00-00,0
15,07-30-00,7
16,08-00-00,10
17,08-30-00,10
18,09-00-00,14
19,09-30-00,12
20,10-00-00,9
21,10-30-00,11
22,11-00-00,22
23,11-30-00,15
24,12-00-00,19
25,12-30-00,33
26,13-00-00,29
27,13-30-00,24
28,14-00-00,10
29,14-30-00,10
30,15-00-00,16
31,15-30-00,14
32,16-00-00,14
33,16-30-00,46
34,17-00-00,21
35,17-30-00,110
36,18-00-00,126
37,18-30-00,71
38,19-00-00,46
39,19-30-00,57
40,20-00-00,46
41,20-30-00,40
42,21-00-00,46
43,21-30-00,51
44,22-00-00,44
45,22-30-00,38
46,23-00-00,22
47,23-30-00,6
