,time,value
0,00-00-00,3
1,00-30-00,1
2,01-00-00,0
3,01-30-00,4
4,02-00-00,0
5,02-30-00,0
6,03-00-00,1
7,03-30-00,1
8,04-00-00,0
9,04-30-00,0
10,05-00-00,0
11,05-30-00,2
12,06-00-00,3
13,06-30-00,4
14,07-00-00,24
15,07-30-00,33
16,08-00-00,88
17,08-30-00,91
18,09-00-00,104
19,09-30-00,94
20,10-00-00,47
21,10-30-00,17
22,11-00-00,19
23,11-30-00,17
24,12-00-00,24
25,12-30-00,18
26,13-00-00,21
27,13-30-00,9
28,14-00-00,14
29,14-30-00,10
30,15-00-00,10
31,15-30-00,16
32,16-00-00,14
33,16-30-00,27
34,17-00-00,38
35,17-30-00,50
36,18-00-00,56
37,18-30-00,61
38,19-00-00,28
39,19-30-00,18
40,20-00-00,24
41,20-30-00,19
42,21-00-00,11
43,21-30-00,33
44,22-00-00,19
45,22-30-00,9
46,23-00-00,8
47,23-30-00,8
