,time,value
0,00-00-00,12
1,00-30-00,6
2,01-00-00,3
3,01-30-00,2
4,02-00-00,0
5,02-30-00,5
6,03-00-00,3
7,03-30-00,2
8,04-00-00,1
9,04-30-00,7
10,05-00-00,1
11,05-30-00,1
12,06-00-00,2
13,06-30-00,10
14,07-00-00,28
15,07-30-00,90
16,08-00-00,360
17,08-30-00,248
18,09-00-00,189
19,09-30-00,163
20,10-00-00,171
21,10-30-00,122
22,11-00-00,136
23,11-30-00,166
24,12-00-00,156
25,12-30-00,111
26,13-00-00,96
27,13-30-00,182
28,14-00-00,118
29,14-30-00,122
30,15-00-00,133
31,15-30-00,190
32,16-00-00,115
33,16-30-00,91
34,17-00-00,134
35,17-30-00,147
36,18-00-00,161
37,18-30-00,127
38,19-00-00,95
39,19-30-00,92
40,20-00-00,40
41,20-30-00,52
42,21-00-00,73
43,21-30-00,66
44,22-00-00,86
45,22-30-00,49
46,23-00-00,57
47,23-30-00,10
