,time,value
0,00-00-00,10
1,00-30-00,3
2,01-00-00,6
3,01-30-00,1
4,02-00-00,0
5,02-30-00,1
6,03-00-00,1
7,03-30-00,1
8,04-00-00,0
9,04-30-00,0
10,05-00-00,2
11,05-30-00,0
12,06-00-00,7
13,06-30-00,6
14,07-00-00,29
15,07-30-00,196
16,08-00-00,190
17,08-30-00,216
18,09-00-00,117
19,09-30-00,212
20,10-00-00,91
21,10-30-00,104
22,11-00-00,86
23,11-30-00,146
24,12-00-00,112
25,12-30-00,124
26,13-00-00,68
27,13-30-00,188
28,14-00-00,85
29,14-30-00,61
30,15-00-00,54
31,15-30-00,113
32,16-00-00,77
33,16-30-00,70
34,17-00-00,116
35,17-30-00,152
36,18-00-00,140
37,18-30-00,168
38,19-00-00,151
39,19-30-00,148
40,20-00-00,125
41,20-30-00,75
42,21-00-00,142
43,21-30-00,174
44,22-00-00,121
45,22-30-00,94
46,23-00-00,59
47,23-30-00,28
