,time,value
0,00-00-00,12
1,00-30-00,14
2,01-00-00,4
3,01-30-00,3
4,02-00-00,1
5,02-30-00,1
6,03-00-00,0
7,03-30-00,0
8,04-00-00,1
9,04-30-00,1
10,05-00-00,2
11,05-30-00,0
12,06-00-00,2
13,06-30-00,4
14,07-00-00,30
15,07-30-00,182
16,08-00-00,121
17,08-30-00,187
18,09-00-00,145
19,09-30-00,171
20,10-00-00,156
21,10-30-00,76
22,11-00-00,84
23,11-30-00,269
24,12-00-00,146
25,12-30-00,88
26,13-00-00,126
27,13-30-00,236
28,14-00-00,111
29,14-30-00,129
30,15-00-00,135
31,15-30-00,285
32,16-00-00,267
33,16-30-00,202
34,17-00-00,234
35,17-30-00,525
36,18-00-00,447
37,18-30-00,266
38,19-00-00,232
39,19-30-00,276
40,20-00-00,162
41,20-30-00,312
42,21-00-00,314
43,21-30-00,245
44,22-00-00,121
45,22-30-00,101
46,23-00-00,58
47,23-30-00,15
