,time,value
0,00-00-00,14
1,00-30-00,9
2,01-00-00,9
3,01-30-00,3
4,02-00-00,6
5,02-30-00,1
6,03-00-00,5
7,03-30-00,1
8,04-00-00,4
9,04-30-00,1
10,05-00-00,1
11,05-30-00,4
12,06-00-00,2
13,06-30-00,4
14,07-00-00,6
15,07-30-00,13
16,08-00-00,37
17,08-30-00,57
18,09-00-00,34
19,09-30-00,52
20,10-00-00,27
21,10-30-00,35
22,11-00-00,26
23,11-30-00,62
24,12-00-00,66
25,12-30-00,78
26,13-00-00,58
27,13-30-00,61
28,14-00-00,43
29,14-30-00,31
30,15-00-00,43
31,15-30-00,28
32,16-00-00,28
33,16-30-00,30
34,17-00-00,45
35,17-30-00,79
36,18-00-00,67
37,18-30-00,72
38,19-00-00,64
39,19-30-00,29
40,20-00-00,41
41,20-30-00,25
42,21-00-00,26
43,21-30-00,15
44,22-00-00,37
45,22-30-00,17
46,23-00-00,18
47,23-30-00,8
