,time,value
0,00-00-00,1
1,00-30-00,0
2,01-00-00,3
3,01-30-00,0
4,02-00-00,0
5,02-30-00,2
6,03-00-00,0
7,03-30-00,0
8,04-00-00,0
9,04-30-00,0
10,05-00-00,1
11,05-30-00,1
12,06-00-00,1
13,06-30-00,2
14,07-00-00,12
15,07-30-00,26
16,08-00-00,77
17,08-30-00,109
18,09-00-00,108
19,09-30-00,56
20,10-00-00,46
21,10-30-00,31
22,11-00-00,16
23,11-30-00,13
24,12-00-00,22
25,12-30-00,19
26,13-00-00,11
27,13-30-00,19
28,14-00-00,20
29,14-30-00,33
30,15-00-00,21
31,15-30-00,14
32,16-00-00,11
33,16-30-00,21
34,17-00-00,32
35,17-30-00,53
36,18-00-00,60
37,18-30-00,48
38,19-00-00,33
39,19-30-00,26
40,20-00-00,26
41,20-30-00,19
42,21-00-00,25
43,21-30-00,10
44,22-00-00,8
45,22-30-00,15
46,23-00-00,9
47,23-30-00,2
