,time,value
0,00-00-00,3
1,00-30-00,4
2,01-00-00,0
3,01-30-00,0
4,02-00-00,1
5,02-30-00,3
6,03-00-00,0
7,03-30-00,0
8,04-00-00,0
9,04-30-00,0
10,05-00-00,1
11,05-30-00,1
12,06-00-00,1
13,06-30-00,3
14,07-00-00,30
15,07-30-00,133
16,08-00-00,152
17,08-30-00,203
18,09-00-00,112
19,09-30-00,164
20,10-00-00,94
21,10-30-00,63
22,11-00-00,96
23,11-30-00,125
24,12-00-00,70
25,12-30-00,72
26,13-00-00,48
27,13-30-00,91
28,14-00-00,73
29,14-30-00,71
30,15-00-00,57
31,15-30-00,92
32,16-00-00,46
33,16-30-00,54
34,17-00-00,63
35,17-30-00,140
36,18-00-00,96
37,18-30-00,112
38,19-00-00,68
39,19-30-00,127
40,20-00-00,66
41,20-30-00,103
42,21-00-00,84
43,21-30-00,158
44,22-00-00,125
45,22-30-00,56
46,23-00-00,47
47,23-30-00,26
