,time,value
0,00-00-00,7
1,00-30-00,6
2,01-00-00,6
3,01-30-00,0
4,02-00-00,0
5,02-30-00,1
6,03-00-00,0
7,03-30-00,1
8,04-00-00,0
9,04-30-00,2
10,05-00-00,1
11,05-30-00,0
12,06-00-00,5
13,06-30-00,1
14,07-00-00,22
15,07-30-00,48
16,08-00-00,103
17,08-30-00,152
18,09-00-00,101
19,09-30-00,122
20,10-00-00,73
21,10-30-00,60
22,11-00-00,35
23,11-30-00,58
24,12-00-00,111
25,12-30-00,125
26,13-00-00,127
27,13-30-00,74
28,14-00-00,66
29,14-30-00,70
30,15-00-00,45
31,15-30-00,36
32,16-00-00,50
33,16-30-00,74
34,17-00-00,61
35,17-30-00,122
36,18-00-00,171
37,18-30-00,171
38,19-00-00,137
39,19-30-00,89
40,20-00-00,81
41,20-30-00,73
42,21-00-00,77
43,21-30-00,64
44,22-00-00,66
45,22-30-00,51
46,23-00-00,31
47,23-30-00,19
