,time,value
0,00-00-00,2
1,00-30-00,2
2,01-00-00,1
3,01-30-00,1
4,02-00-00,0
5,02-30-00,4
6,03-00-00,0
7,03-30-00,0
8,04-00-00,0
9,04-30-00,0
10,05-00-00,1
11,05-30-00,1
12,06-00-00,0
13,06-30-00,1
14,07-00-00,5
15,07-30-00,11
16,08-00-00,19
17,08-30-00,34
18,09-00-00,27
19,09-30-00,26
20,10-00-00,33
21,10-30-00,53
22,11-00-00,43
23,11-30-00,31
24,12-00-00,51
25,12-30-00,56
26,13-00-00,28
27,13-30-00,41
28,14-00-00,29
29,14-30-00,28
30,15-00-00,28
31,15-30-00,27
32,16-00-00,37
33,16-30-00,31
34,17-00-00,18
35,17-30-00,32
36,18-00-00,54
37,18-30-00,56
38,19-00-00,34
39,19-30-00,28
40,20-00-00,35
41,20-30-00,25
42,21-00-00,18
43,21-30-00,33
44,22-00-00,24
45,22-30-00,23
46,23-00-00,6
47,23-30-00,6
