,time,value
0,00-00-00,7
1,00-30-00,3
2,01-00-00,3
3,01-30-00,6
4,02-00-00,0
5,02-30-00,7
6,03-00-00,3
7,03-30-00,1
8,04-00-00,1
9,04-30-00,0
10,05-00-00,2
11,05-30-00,0
12,06-00-00,2
13,06-30-00,3
14,07-00-00,5
15,07-30-00,5
16,08-00-00,20
17,08-30-00,39
18,09-00-00,59
19,09-30-00,64
20,10-00-00,29
21,10-30-00,33
22,11-00-00,46
23,11-30-00,52
24,12-00-00,69
25,12-30-00,126
26,13-00-00,77
27,13-30-00,88
28,14-00-00,49
29,14-30-00,48
30,15-00-00,54
31,15-30-00,63
32,16-00-00,102
33,16-30-00,111
34,17-00-00,125
35,17-30-00,84
36,18-00-00,91
37,18-30-00,109
38,19-00-00,57
39,19-30-00,44
40,20-00-00,42
41,20-30-00,19
42,21-00-00,12
43,21-30-00,38
44,22-00-00,19
45,22-30-00,32
46,23-00-00,24
47,23-30-00,12
