,time,value
0,00-00-00,0
1,00-30-00,6
2,01-00-00,3
3,01-30-00,0
4,02-00-00,2
5,02-30-00,0
6,03-00-00,1
7,03-30-00,1
8,04-00-00,1
9,04-30-00,1
10,05-00-00,0
11,05-30-00,1
12,06-00-00,1
13,06-30-00,0
14,07-00-00,5
15,07-30-00,15
16,08-00-00,63
17,08-30-00,75
18,09-00-00,99
19,09-30-00,38
20,10-00-00,34
21,10-30-00,24
22,11-00-00,14
23,11-30-00,21
24,12-00-00,31
25,12-30-00,28
26,13-00-00,25
27,13-30-00,38
28,14-00-00,18
29,14-30-00,18
30,15-00-00,19
31,15-30-00,7
32,16-00-00,11
33,16-30-00,27
34,17-00-00,24
35,17-30-00,24
36,18-00-00,33
37,18-30-00,21
38,19-00-00,20
39,19-30-00,27
40,20-00-00,9
41,20-30-00,14
42,21-00-00,3
43,21-30-00,17
44,22-00-00,14
45,22-30-00,19
46,23-00-00,6
47,23-30-00,3
