,time,value
0,00-00-00,1
1,00-30-00,6
2,01-00-00,3
3,01-30-00,0
4,02-00-00,0
5,02-30-00,1
6,03-00-00,1
7,03-30-00,1
8,04-00-00,2
9,04-30-00,0
10,05-00-00,0
11,05-30-00,0
12,06-00-00,1
13,06-30-00,0
14,07-00-00,5
15,07-30-00,13
16,08-00-00,20
17,08-30-00,38
18,09-00-00,38
19,09-30-00,44
20,10-00-00,26
21,10-30-00,24
22,11-00-00,20
23,11-30-00,68
24,12-00-00,72
25,12-30-00,81
26,13-00-00,38
27,13-30-00,55
28,14-00-00,28
29,14-30-00,22
30,15-00-00,18
31,15-30-00,38
32,16-00-00,31
33,16-30-00,35
34,17-00-00,42
35,17-30-00,83
36,18-00-00,82
37,18-30-00,74
38,19-00-00,49
39,19-30-00,37
40,20-00-00,28
41,20-30-00,18
42,21-00-00,18
43,21-30-00,19
44,22-00-00,13
45,22-30-00,16
46,23-00-00,16
47,23-30-00,12
