,time,value
0,00-00-00,11
1,00-30-00,3
2,01-00-00,6
3,01-30-00,5
4,02-00-00,7
5,02-30-00,0
6,03-00-00,0
7,03-30-00,0
8,04-00-00,0
9,04-30-00,3
10,05-00-00,1
11,05-30-00,0
12,06-00-00,0
13,06-30-00,4
14,07-00-00,6
15,07-30-00,17
16,08-00-00,36
17,08-30-00,26
18,09-00-00,38
19,09-30-00,31
20,10-00-00,37
21,10-30-00,23
22,11-00-00,75
23,11-30-00,64
24,12-00-00,56
25,12-30-00,40
26,13-00-00,26
27,13-30-00,32
28,14-00-00,23
29,14-30-00,37
30,15-00-00,31
31,15-30-00,67
32,16-00-00,28
33,16-30-00,42
34,17-00-00,51
35,17-30-00,65
36,18-00-00,72
37,18-30-00,60
38,19-00-00,74
39,19-30-00,46
40,20-00-00,58
41,20-30-00,26
42,21-00-00,40
43,21-30-00,24
44,22-00-00,35
45,22-30-00,18
46,23-00-00,24
47,23-30-00,11
