,time,value
0,00-00-00,3
1,00-30-00,4
2,01-00-00,3
3,01-30-00,0
4,02-00-00,0
5,02-30-00,1
6,03-00-00,2
7,03-30-00,2
8,04-00-00,0
9,04-30-00,3
10,05-00-00,1
11,05-30-00,0
12,06-00-00,2
13,06-30-00,2
14,07-00-00,25
15,07-30-00,58
16,08-00-00,119
17,08-30-00,117
18,09-00-00,89
19,09-30-00,54
20,10-00-00,38
21,10-30-00,21
22,11-00-00,25
23,11-30-00,19
24,12-00-00,15
25,12-30-00,24
26,13-00-00,26
27,13-30-00,14
28,14-00-00,13
29,14-30-00,21
30,15-00-00,17
31,15-30-00,13
32,16-00-00,25
33,16-30-00,33
34,17-00-00,28
35,17-30-00,40
36,18-00-00,52
37,18-30-00,59
38,19-00-00,23
39,19-30-00,23
40,20-00-00,30
41,20-30-00,30
42,21-00-00,30
43,21-30-00,26
44,22-00-00,21
45,22-30-00,8
46,23-00-00,10
47,23-30-00,12
